Gene,p_value,log2FC,adj_p_value
AC007193.2,5.995199812493678e-19,-1.379507869296427,1.3719770253678886e-17
CCDC8,8.540463097041115e-12,-1.8649782152926129,6.298742008317855e-11
PNMA8C,2.559830341808567e-16,-3.3815876311648676,3.699008560307427e-15
PNMA8B,2.5422804937874837e-20,-1.7887021571386486,7.480816069607403e-19
GNG8,3.418864811528196e-08,1.2029861176714953,1.4983347127032967e-07
AP2S1,3.7345995732117513e-20,1.0700717637594224,1.0595072976466056e-18
NPAS1,1.2568519054769235e-08,1.39778445168671,5.847912661920516e-08
TMEM160,1.5586784145769153e-11,1.0714200146476163,1.106737650425311e-10
BBC3,6.006268948172034e-17,1.5189526715059989,9.582200090272434e-16
C5AR2,1.4631611842956686e-07,1.1299305187715039,5.862924927996427e-07
AC010331.1,1.1849279718631675e-16,1.8738202608440906,1.8081370671372123e-15
EHD2,9.166441436197245e-20,-1.8487910292894902,2.407557579435052e-18
LIG1,9.254186732492248e-12,1.147889289986182,6.78067456580405e-11
SYNGR4,7.040166635599394e-19,2.2720482364800905,1.594732482994566e-17
GRIN2D,7.859777965107378e-14,1.4511087221923118,7.661677179836192e-13
LMTK3,3.56016306697633e-09,1.7330032466896848,1.789483954859476e-08
SULT2B1,7.555247475605161e-05,1.4163603603516393,0.0002005717377792672
FAM83E,0.001413329389365159,1.1524849266579995,0.0030122924756790116
SPACA4,2.2774032189602141e-07,1.3895078542645942,8.869343908987058e-07
SEC1P,1.447413715576702e-17,-1.7689370018458281,2.572470533259128e-16
NTN5,6.255450931299467e-07,-1.1087129433778857,2.280917960643458e-06
FUT2,3.211095131775861e-10,1.6663909664769383,1.8707432244405313e-09
RASIP1,3.706633533378934e-22,-1.665081891629013,2.014521616409472e-20
PLEKHA4,1.9143154754216064e-11,-1.1950092089247484,1.341650338936305e-10
PPP1R15A,3.2681536738854975e-14,-1.1308336111026538,3.377300197673652e-13
TULP2,4.852955302728778e-15,-1.5793445173179421,5.6798772909625995e-14
DHDH,6.739467145268289e-08,1.143761371588372,2.841168506899946e-07
BAX,1.7350454302245504e-22,1.2766866199341553,1.0551300863968543e-20
RUVBL2,8.871920752731007e-19,1.0756372368581175,1.9535763173775243e-17
CGB7,3.22457485473851e-07,-1.1346794343230704,1.2286473646716936e-06
NTF4,1.422934434871909e-11,-2.384778714978906,1.0156844852306573e-10
AC008687.3,6.679700687520407e-08,-1.15426066342049,2.8181684731998206e-07
PPFIA3,4.756486028816505e-13,1.3057823975942835,4.137908213082627e-12
HRC,3.2212772993562736e-16,-1.6220057643262686,4.564259500030658e-15
SLC6A16,5.272753481630321e-11,-1.3927193083518423,3.477281305298046e-10
SLC17A7,1.4596876070799582e-25,-3.2353155627737875,4.2201685824844536e-23
PRRG2,1.1787236751123076e-08,1.2814356620389642,5.5061139752854696e-08
BCL2L12,4.224260574209743e-18,1.222308536650667,8.24688891688762e-17
ADM5,9.055429822839347e-08,-1.162626855447888,3.7494845207195524e-07
TSKS,5.581023987484627e-14,-1.7350442090903506,5.550832523686785e-13
IL4I1,5.177523311979631e-15,2.2969988858629558,6.026229806942732e-14
SIGLEC11,5.3866135946098745e-08,-1.1516115911176752,2.3000293492926086e-07
FAM71E1,4.0896164917592153e-10,1.2030180348575525,2.343949066871604e-09
LRRC4B,1.945656126648761e-15,-1.6246855862146266,2.413684249613337e-14
CLEC11A,1.8709248320467064e-11,1.2677769736010163,1.3122112423877214e-10
C19orf48,6.386842801780467e-15,1.2191753283681024,7.316856753618674e-14
KLK1,1.4453201004555525e-05,-1.3036097840625107,4.306510383498827e-05
KLK3,1.1180103948806719e-07,-2.253272592969153,4.555516481518081e-07
KLKP1,1.2305349548803215e-11,2.112661594812172,8.870112283045781e-11
KLK4,8.871510649637088e-10,2.1891943524796944,4.835918168456463e-09
KLK5,2.7548745791017384e-10,-3.257530475765571,1.6214160032462975e-09
AC011483.2,7.859914707469246e-15,-1.252236716378025,8.878210844935587e-14
KLK6,1.6977360381821567e-08,-2.641689604633438,7.75252133172009e-08
AC011483.1,2.2443719611010863e-11,-1.5080894797802902,1.5582647782720907e-10
KLK7,1.729515929767169e-10,-3.2960466562205113,1.0497385628846436e-09
KLK8,6.876534810560189e-11,-2.90668122214211,4.464207737661237e-10
KLK10,2.922535336368685e-09,-2.6258209868262608,1.4859458092311394e-08
KLK11,3.777640759326926e-10,-3.213445806377657,2.1763669929836934e-09
KLK13,4.668264029211984e-10,-2.0933597984231227,2.656736766977831e-09
KLK14,1.2162167850426829e-05,-1.3830299010409552,3.664518259085646e-05
SIGLEC17P,4.506883790237829e-08,-1.3800556377855315,1.9461146582084998e-07
CLDND2,5.880133435299992e-10,-1.3069529663848813,3.292979058532484e-09
HAS1,0.0007607705132144812,-1.3891489850861314,0.0016991049898269408
ZNF578,1.761535763609038e-08,-1.173262090269449,8.018798739294316e-08
AC010332.3,4.5986901432898405e-10,-1.289472494335413,2.6198975705017965e-09
ERVV-2,4.461782428162724e-06,1.6161798388918382,1.4406270049806907e-05
ZNF677,6.314260047957544e-19,-2.072443770658124,1.439532699534056e-17
AC011487.1,6.029739770076463e-17,-1.9582752872814184,9.615594275868462e-16
MYADM,1.8095100601909934e-11,-1.0122374300807593,1.2721994434689752e-10
CACNG6,0.022770054442732234,1.4396333319508767,0.03808483668804278
OSCAR,1.6401932085359265e-13,1.3221120288869948,1.5274324460312192e-12
TFPT,1.0882599858159936e-15,1.3048968138480586,1.4062353702761836e-14
TMC4,3.2881863276122278e-09,1.641200044579314,1.6607116811839646e-08
MBOAT7,6.72642344592508e-21,1.486926093833297,2.221068540461783e-19
LILRB5,1.919690700856715e-16,-2.782865730935306,2.8367680688352407e-15
TTYH1,1.448717143432686e-13,-2.604730888666319,1.3584727182562403e-12
AC245884.9,1.7139259286493577e-12,-1.7973045860343324,1.37586330270593e-11
KIR3DL1,1.3660096057145739e-06,-1.0351266550044897,4.742963678660961e-06
EPS8L1,3.304387300333969e-13,2.0026539784942194,2.941945571529119e-12
TNNT1,6.775471928505789e-16,4.398510120390945,9.029353406763837e-15
TNNI3,1.1575925322242916e-09,2.127764600246495,6.2164282125650895e-09
DNAAF3,1.1883833699876189e-12,1.949964699727997,9.756954640128133e-12
AC010327.4,9.385455347032768e-14,1.1899183609566655,9.054119608087596e-13
SYT5,1.5449835972911256e-10,2.0090535070081006,9.457686886019732e-10
HSPBP1,3.5039694032167696e-16,1.0600197508794391,4.932692920997398e-15
AC020922.4,6.145607162133645e-09,1.2144285707601274,2.9756932454442554e-08
KMT5C,1.0507738048539206e-13,1.093995157459572,1.0082223642494964e-12
IL11,8.954812504117031e-14,1.8303086523683656,8.669595316485901e-13
TMEM238,2.51275838556246e-17,2.263998556321776,4.2791461823198117e-16
UBE2S,6.68297957384794e-26,2.4443739648078706,2.6926720040416687e-23
ISOC2,9.450759080400367e-18,1.063193804687815,1.7384072336623773e-16
NAT14,1.8130640234219657e-20,1.90035867082549,5.484177433338228e-19
SBK2,8.526650400059352e-05,1.6349475917859655,0.00022413822685441972
SBK3,9.013188625251818e-14,-1.597990005744816,8.723882085172179e-13
ZNF579,2.5651710909828713e-14,1.0341256182558762,2.685583415349391e-13
NLRP13,5.031653176184697e-09,-1.8884530333373002,2.4691478672560147e-08
NLRP5,0.0006304976986335175,-1.4507266203520546,0.0014292237154683888
EDDM13,2.482117983974927e-14,-1.7597708683574513,2.605535934730221e-13
AC006116.9,1.687355212244241e-07,-1.0760533986293037,6.704457753728323e-07
ZNF582-AS1,3.610803943105144e-11,-1.136644802505379,2.4372765735370567e-10
ZNF667,2.261829294315544e-10,-1.5890620698858484,1.3494726322134044e-09
ZNF667-AS1,4.99921658260834e-10,-1.3150089307300874,2.8314689524406796e-09
AC004696.2,2.5419376253045357e-10,-1.2392513722616938,1.5040360196966722e-09
AC004696.1,4.625012106559974e-09,-1.211393257905306,2.2814236588154788e-08
ZNF471,4.546164653337188e-15,-1.6764613973586453,5.340615387112055e-14
ZNF835,2.1436639673259965e-06,-1.306967045512799,7.229366830638438e-06
AC006115.2,5.6171874363940406e-08,-1.0582276215862043,2.3909345579454697e-07
ZIM2,0.00012388291456768397,-1.0262496769533562,0.0003171945312558452
PEG3,4.055824391737028e-13,-2.924860472146027,3.5607392909746917e-12
ZIK1,9.670208065994853e-08,-1.2154230011553473,3.98617174892783e-07
AC003682.1,4.70461898997797e-12,-1.2889437658801506,3.587331178305328e-11
ZSCAN4,3.0470747443847065e-16,-1.783246985901128,4.338530408602496e-15
ZNF154,7.20039350083223e-10,-1.2330948197863494,3.975910532884092e-09
ZNF552,4.080133320339425e-08,1.242507535976113,1.7705198140987096e-07
AC010326.3,2.3087620100288053e-10,1.0986755766942968,1.376389931809082e-09
AC010326.4,4.966914305763118e-13,1.239163602222055,4.3096658056465596e-12
AC012313.5,2.312890180558718e-13,-1.2955624868950943,2.1067436916421567e-12
ZNF132,3.821717286912755e-13,-1.0360697504047005,3.3731764799017442e-12
DEFB132,7.268473165037714e-18,-4.628899429173327,1.3621284149066717e-16
SOX12,2.0078422928400097e-22,1.8115673022376324,1.1956763993557002e-20
TRIB3,8.118851138716303e-20,1.832563853226338,2.1608810121415406e-18
TCF15,8.784192455795027e-11,-1.6283476469016769,5.560615705422812e-10
SLC52A3,7.202681085244282e-10,1.1491292221675131,3.976014333516133e-09
FAM110A,9.445467934206529e-20,1.6957757943877656,2.4781128356378126e-18
RPS10P5,1.3829630889873346e-08,1.2025688482619925,6.391500186980636e-08
ANGPT4,4.385586610842256e-24,-3.735702998889777,5.018118045288206e-22
AL136531.2,1.0421833677492855e-07,-1.0985080910114617,4.272286272338613e-07
SIRPB3P,3.982208767907628e-11,-1.3511045692826524,2.6722568192015147e-10
AL109809.2,3.930024504464669e-13,-1.1600238468657833,3.457508666250752e-12
AL109809.4,5.1128699483164513e-17,-2.7710645860083725,8.257775540406707e-16
CKAP2LP1,7.143692484951803e-11,-1.1639801408011854,4.62812537076744e-10
AL109809.1,4.554723998255551e-18,-2.8425875351393706,8.864625730212268e-17
AL117335.1,3.584403499014009e-15,-1.9946693416123313,4.262345309942122e-14
SIRPA,5.529856028367934e-19,-1.4598359441704467,1.271631859249588e-17
SNRPB,3.485927138261827e-21,1.2825027152356068,1.2292924062805257e-19
TMC2,1.0639527879177338e-21,-2.7879827445282337,4.264142633819709e-20
C20orf194,5.440306185072852e-24,-1.5154462483522995,5.937929580791043e-22
ADAM33,4.566955579248845e-25,-3.725545653982934,9.5037843740918e-23
HSPA12B,3.7346393624185173e-17,-1.5379067723331197,6.160528362902392e-16
SPEF1,6.557636583624117e-11,1.9553102618521958,4.2630265699996535e-10
PRNP,1.1535340679581066e-21,-1.782678196655354,4.5604331200256086e-20
SLC23A2,5.945379428993994e-16,-1.0730971868836914,8.00625659920201e-15
AL121890.4,6.556064598414673e-12,-1.3108947902471226,4.905262556308915e-11
PCNA,1.2973407611013913e-19,1.2817297384734072,3.3177234291663803e-18
LINC00654,1.2365327429135843e-08,-1.337194534296299,5.760393185783669e-08
AL118505.1,2.568634397160845e-13,-2.43924096670394,2.32293359976289e-12
FERMT1,6.434039902808776e-11,-2.3609843038453766,4.189869795030598e-10
BMP2,3.649127886569819e-21,-2.826741811864034,1.2796950886661604e-19
PLCB1,5.388895827816649e-12,-1.5866002080410233,4.079533091799475e-11
LAMP5,1.0269332080781212e-18,3.0903286360835427,2.239151889622957e-17
PAK5,5.113963263737169e-15,-3.661808123323686,5.955858455973522e-14
AL050403.2,2.1220857348248283e-14,-1.410066969820714,2.2513130285925926e-13
LINC02871,2.0520560147985695e-17,-1.6097052812583446,3.5537068817778245e-16
AL035448.1,3.35764493969604e-08,-1.2824880143754775,1.47338019286349e-07
ISM1,9.354304935944424e-23,-2.893167754981828,6.1722115878738524e-21
SEL1L2,3.3245984317598956e-16,-2.8689902246051746,4.69309880747202e-15
OTOR,1.9163063383100132e-05,1.4655916604277375,5.6109923662275565e-05
PCSK2,7.36125407811346e-09,-1.6079697000793127,3.5264373508027975e-08
OVOL2,8.410496229300549e-10,1.8080238090892777,4.600507426177484e-09
PET117,4.039683503316833e-09,1.0182241755729562,2.0107632146750128e-08
RN7SKP74,1.6498318607004886e-07,-1.1221628562749135,6.566386285431936e-07
