Gene,p_value,log2FC,adj_p_value
RXFP3,4.114263584312792e-10,1.2914834506388673,2.3566479497034933e-09
PRLR,4.3829012507408625e-05,1.1327850072749577,0.00012075216554197966
IL7R,0.0007534183664764493,-1.091996076956324,0.0016844292730731456
CAPSL,7.354798071082915e-10,2.3963125008993478,4.054614174677653e-09
RANBP3L,0.0032280397838172414,-1.0687279661819131,0.006442328911823533
SLC1A3,2.0764169754666615e-10,-1.5612588044617794,1.246218537961465e-09
AC008957.3,3.813323763522742e-16,-2.345261921650188,5.327400376970133e-15
EGFLAM,7.131456743344308e-25,-2.1168812310293053,1.2830244386997888e-22
AC010457.1,1.763804010764873e-18,-2.264299973814025,3.6765169567258565e-17
LIFR,7.38742913466784e-27,-3.1999703114207367,8.674816659110338e-24
LIFR-AS1,2.9028894683185073e-15,-1.6702522816407521,3.5103459681703433e-14
AC010425.1,1.2100262255435981e-17,-1.8683694450114339,2.1843914807549206e-16
DAB2,1.9502765075253084e-12,-1.2727408932176054,1.5540663253947725e-11
LINC02104,1.0885929441486982e-13,-2.1356017865055756,1.042461925832814e-12
LINC00603,1.7292073790690198e-09,-1.3984616815296849,9.069657980177268e-09
PTGER4,1.1559676421697817e-18,-1.8950841622765857,2.4905269350323755e-17
CARD6,3.004729165367795e-19,-1.6992954053527054,7.236256888391061e-18
C7,4.3711814740046255e-15,-3.740503322815705,5.143029734279316e-14
C6,1.9895953719090092e-13,-3.568924269579594,1.8280915845628774e-12
PLCXD3,3.2357710051849204e-20,-3.6461903321545526,9.291250269171621e-19
OXCT1,4.050185580942091e-11,-1.1585052436957977,2.7145059050185944e-10
OXCT1-AS1,3.327731163658154e-23,-2.624587330348535,2.5986492802554418e-21
GHR,2.7788544598787886e-23,-3.1824308466012,2.2392836981584944e-21
AC113368.1,9.555088378839636e-21,-2.668661917615491,3.0513441590233754e-19
CCDC152,1.0260811931238511e-17,-1.683867528268327,1.8757593949858147e-16
SELENOP,6.797964021515712e-18,-1.8908556555097196,1.2815634114031164e-16
AC008945.2,7.035127705829799e-13,-1.666806733306077,5.947509525236558e-12
AC008875.2,1.0025156811643683e-08,-1.2481759822184637,4.7278394855459206e-08
CCL28,4.855280691206358e-16,-3.283868772501176,6.643385148076214e-15
FGF10,1.3841740510764015e-15,-3.0520273399846447,1.7623911247069e-14
FGF10-AS1,5.183135440293075e-15,-2.0800410264495293,6.03017188867843e-14
HCN1,3.17048862611527e-10,-1.765052217591971,1.8482235835845734e-09
ITGA1,1.6623659156492277e-14,-1.3840814556629848,1.7896659093035487e-13
AC025180.1,1.3122593880393795e-16,-1.8585785850332317,1.984052377748641e-15
AC008966.2,2.124342209797893e-16,-1.4728705221298557,3.101670657435829e-15
AC027329.1,3.2719727321875178e-25,-2.577728367931668,7.243399871186278e-23
FST,4.941555498590775e-07,-1.058446113378837,1.8261275308709168e-06
AC025175.1,9.183474833526519e-14,-1.350868463547512,8.866044502803554e-13
AC025175.2,6.8732929307315124e-12,-1.3886900324381624,5.1334864219784127e-11
AC016583.1,8.57955260484875e-13,-1.3587979210542165,7.169946499471349e-12
AC016583.2,2.57670393580253e-08,-1.2861794392304962,1.1470390792734487e-07
ESM1,2.2373665300859796e-23,3.139527748654154,1.8542236315202712e-21
CDC20B,0.00014345725412701673,1.916486221662795,0.0003630186438702901
MCIDAS,6.834551102903094e-06,1.7139858856745218,2.1452990922538686e-05
CCNO,1.6797049781733646e-06,1.4941884442108817,5.7499228437579545e-06
PLPP1,5.0248271811560026e-23,-1.9273716721051617,3.652788956988531e-21
RNF138P1,3.4060759270334137e-09,-1.0462530815159647,1.716361357909307e-08
C5orf67,1.2316950339553414e-05,-1.1059773156862276,3.707026201209838e-05
AC025470.2,5.797786805434519e-26,-4.860004131645988,2.530616366599533e-23
ACTBL2,0.0003392807024321357,-1.026585184965639,0.0008074599298677082
LINCR-0003,5.067845223703609e-21,-3.0071297101261214,1.7168118962661045e-19
AC008780.1,5.98683563957576e-16,-1.599846561669186,8.052038814392483e-15
AC008786.1,1.7142696236086974e-08,-1.013357281770126,7.822439484886242e-08
RAB3C,2.8279346645548996e-15,-2.858735490381661,3.428463427828177e-14
PART1,2.333982170457045e-07,-1.8848283714720946,9.073828856896954e-07
DEPDC1B,1.4462435279561739e-22,2.872468679363969,9.038783395678569e-21
ELOVL7,1.4257264511637076e-06,-1.08105614333215,4.935828483672236e-06
C5orf64,8.31727007496064e-20,-2.5830214010970156,2.2090342694183683e-18
LRRC70,2.5027997720203822e-21,-2.2668481327440686,9.070912781387555e-20
RNF180,1.6795841005122822e-22,-1.9260131335538215,1.0297338800690964e-20
RGS7BP,5.503828297303904e-24,-3.36780750758109,5.989999796899081e-22
AC025176.1,5.2277096104353135e-12,1.4683698538327752,3.9662314460261833e-11
CENPK,5.793147721217733e-18,1.8352471614559933,1.1137547045350275e-16
AC025442.2,2.1682042484554047e-10,1.034086803029338,1.2972917489099525e-09
MAST4,1.3801955662922076e-10,-1.0302818901239323,8.502525516875581e-10
AC008459.1,5.948743359070099e-18,-4.656482840991549,1.1396191501336415e-16
LINC02242,3.8451753060482774e-19,-1.9081972162417582,9.05672696152192e-18
AC112206.4,2.4426288325833596e-11,-1.1723905490914133,1.6860237726492102e-10
AC112206.3,1.1518284473584458e-11,-1.425687964678378,8.33002685034443e-11
PIK3R1,7.819834335264943e-23,-1.9667359880722408,5.3076775199610114e-21
AC010280.2,7.473726018057899e-08,-1.008374736968035,3.1287708545144786e-07
AC093523.1,6.339985909143553e-08,-1.0353220961528191,2.681114630671091e-07
LINC02198,7.061932147074168e-07,-1.2061792794214343,2.5535957431572185e-06
CCNB1,1.698935164448266e-24,2.445175711120589,2.374371602151794e-22
CENPH,3.782117084864504e-15,1.0452862857533916,4.4805724889633475e-14
MARVELD2,2.1063133679545656e-07,1.1395302442966386,8.25395887200323e-07
AC025774.1,9.112342808011323e-19,-2.2981696270504757,2.003023049974584e-17
MAP1B,2.5969797177681786e-16,-1.6384285118523056,3.746971803076266e-15
ZNF366,1.1939168414320996e-20,-2.411909526942199,3.7339724568455276e-19
AC116345.1,5.013047977080795e-12,-1.2392564378541355,3.811768301223811e-11
FOXD1,0.0029019890153976565,1.28306595222586,0.0058453402100287636
LINC01385,2.2044453155797798e-07,1.0122193256582432,8.602015442228372e-07
ARHGEF28,2.137223884502676e-18,-1.4448121455763712,4.373283964336979e-17
GCNT4,4.264332411148653e-13,-1.6987486962915996,3.730321175109576e-12
CERT1,1.2203468981338513e-13,-1.0420155534110886,1.1580911656206837e-12
AC008897.1,5.53536808327913e-10,-1.0314751317902155,3.1160304813631656e-09
ANKDD1B,1.4438592652750738e-14,-1.534150369987041,1.56779603821755e-13
SV2C,1.8822560782368086e-15,-1.9853282683130251,2.3411680363593068e-14
IQGAP2,5.24753903096616e-07,-1.006661274590213,1.932004406132131e-06
F2RL2,3.2470869965783215e-05,1.2501268628420803,9.136487210583732e-05
CRHBP,2.699825977846336e-22,-3.4198692119413234,1.5376422418789792e-20
AC008581.2,8.679409825176214e-20,-1.8208817056129,2.2955584337899715e-18
ZBED3,1.606950680295029e-16,-1.3315616775356975,2.4027497064940358e-15
ZBED3-AS1,2.2910609231349937e-18,-1.3903472183428693,4.6701636922935824e-17
PDE8B,1.702881037710735e-13,-1.4973063293627797,1.5807577554474605e-12
DMGDH,2.2123114238979176e-20,-2.7733112745821344,6.571692774016449e-19
BHMT2,6.0579258120726005e-18,-3.0607437812759626,1.1586679872064842e-16
BHMT,4.816242144367254e-06,-1.063278383085371,1.5458504658963168e-05
CMYA5,2.3004306395913176e-07,-1.26597633217545,8.952580152474471e-07
THBS4,2.710712562109481e-05,-1.2747478977065754,7.727736013163133e-05
AC008771.1,3.345203028133427e-11,1.0955979820216752,2.2685088538500523e-10
RASGRF2-AS1,1.556326990602772e-13,-1.501228519023757,1.4532625355544719e-12
RASGRF2,1.6159191572166452e-11,-1.5128078144288253,1.1448058765511265e-10
CKMT2,2.5443816768730496e-24,-2.771603477106259,3.2529584968850458e-22
AC010623.1,1.2943907635101623e-16,-1.9861576904766447,1.9593827249074293e-15
LINC01338,1.5756656667193415e-09,1.1782835693680003,8.306898867111405e-09
VCAN,1.2084789835983268e-06,1.0646695285296914,4.2269978781679925e-06
HAPLN1,3.02952650011149e-16,3.5071757972998903,4.315166854652974e-15
AC114971.1,6.80386725013126e-08,-1.2612882741562144,2.866403428603686e-07
MEF2C-AS2,2.356607356211888e-08,-1.0742300233624016,1.055013558028003e-07
MEF2C,1.3308984928027772e-17,-1.3867566410735037,2.382157349546899e-16
MEF2C-AS1,8.329193004111662e-25,-2.5066906110030023,1.4339084356260231e-22
AC113167.1,6.090311242540003e-23,-2.657755412423909,4.303441194029106e-21
LUCAT1,1.9737163581797525e-07,-1.007425684167928,7.765690146447118e-07
AC123595.2,2.5422612920517696e-20,-2.1587425797799793,7.480816069607403e-19
ARRDC3,3.0964527898832097e-19,-1.632955276743191,7.436591817630734e-18
AC114316.1,4.3011580488656656e-09,-1.1548286285896547,2.1294014544907306e-08
AC026408.1,2.9772407077234153e-09,-1.611910847955571,1.5125421135387877e-08
NR2F1-AS1,1.7423529448329402e-09,-1.070088340210078,9.133546772678584e-09
NR2F1,4.7818893009488075e-11,-1.509326329514133,3.1714265561617913e-10
MCTP1,2.0630189750973284e-15,-1.5164107222640588,2.548427288416054e-14
RPL7P18,3.6227795673466136e-07,-1.100361282105256,1.3681141527880203e-06
SPATA9,1.0129176681906758e-12,-1.5068262052450452,8.400097167736732e-12
AC008840.1,7.734957721012142e-09,-1.1045249882437487,3.69564512079745e-08
HSPD1P11,9.655548587433163e-08,-1.4234998154692815,3.980995506209924e-07
LINC01554,4.544896162250198e-17,-2.3986788766553255,7.384530126514971e-16
AC008592.4,5.673571344838799e-10,-1.2775799604848577,3.1834198683618468e-09
AC104123.1,2.1299604223841273e-19,-1.8892159257215007,5.250317410098282e-18
ERAP1,1.0024956761863036e-11,-1.1038825739361453,7.317117217167097e-11
AC008906.1,7.445826767311149e-10,-1.130182505111816,4.100672429622545e-09
LIX1,1.2922400897502545e-06,1.0442060261790451,4.502925858791162e-06
LINC01340,9.980674952532818e-13,-1.5794451396421971,8.284200814206179e-12
LINC02234,3.613510917764167e-13,-1.5963459727671663,3.1991143641748495e-12
PSME2P1,3.622465176805469e-13,1.2730822118317846,3.206292267032726e-12
KRT8P32,1.579856458084253e-09,1.224996008620171,8.327833471605148e-09
SLCO4C1,3.390705084025047e-07,-1.1329217001664151,1.287543255989218e-06
PAM,1.0892322406336787e-09,-1.0069626955027466,5.8723959974035504e-09
LINC02163,0.000633801822169811,1.033005782465119,0.00143585418189134
EFNA5,2.091651554941766e-09,-1.6209884670095072,1.0841550703690221e-08
FER,1.6505127413202593e-19,-1.3961945573831205,4.145326231085113e-18
TMEM232,3.256516159527927e-06,-1.1092624492884902,1.0723117112324875e-05
TSLP,6.3663301674332e-26,-4.309577945708668,2.6208520517539673e-23
MCC,4.4843220108155944e-14,-1.2501233100587186,4.526631445565827e-13
AC010226.1,7.967492900743664e-20,-1.5549913242581361,2.123580760892087e-18
CDO1,2.7277938335753545e-24,-4.075073200987429,3.43230776255259e-22
LINCADL,1.7589249892499692e-22,-6.10436787807768,1.0662157202750047e-20
LVRN,1.8654197610485905e-22,-4.8014006020074484,1.119665737400227e-20
AC018752.1,7.77243907125048e-13,-1.5642764168428496,6.531470099501679e-12
SEMA6A,2.818821175742285e-17,-1.9943131489539496,4.749022360302674e-16
SEMA6A-AS1,8.0413261312821e-14,-1.503980462095952,7.825210326212184e-13
SEMA6A-AS2,6.485217283986527e-14,-1.648579386393343,6.394718026912411e-13
LINC00992,0.0006853932559386966,1.342238793322399,0.0015442346326842472
LINC02147,1.0150131303599064e-11,-1.5999517330721273,7.401349114218541e-11
MIR1244-2,4.022045398637168e-12,1.1723358616911037,3.0917586244770476e-11
AC008629.1,1.1521123781783201e-09,-1.106093253169988,6.18849868261604e-09
FTMT,3.85912716242796e-13,-1.6219013417983237,3.4006650104652527e-12
SNCAIP,8.476813295411846e-19,-1.9602243384975937,1.8769356058239072e-17
LINC02201,1.68382798664497e-07,1.1427674189877886,6.692549183145303e-07
KRT18P16,1.0210602874354384e-08,1.0634529067463452,4.811101931616048e-08
ZNF608,1.2051147490581168e-13,-1.5322010391840344,1.146508817026554e-12
LINC02240,7.124234827691327e-21,-3.407798756164686,2.3401844741021796e-19
AC116362.1,1.0791142624953773e-18,-2.139333077475426,2.3381220582236796e-17
GRAMD2B,2.622153069403183e-11,-1.333574357110173,1.802768052549777e-10
AC093535.1,3.437230290935755e-14,-2.0457072146709154,3.53566265172594e-13
AC093535.2,4.7627995821702875e-21,-2.2331387705533405,1.6251015439199773e-19
LMNB1,1.758819791905561e-20,2.377349147211257,5.342852466618749e-19
CTXN3,4.615599131538894e-12,-1.2842389885160295,3.5208701210051175e-11
FBN2,3.2416162138088216e-10,2.10094562336477,1.887363143455731e-09
SLC27A6,1.0867108936959558e-17,-3.7235238280220697,1.9778033824046436e-16
PDLIM4,1.3883419463518335e-08,-1.1886613937956785,6.414011085158495e-08
AC116366.1,9.150292877537956e-08,-1.113471472163507,3.784625886686388e-07
FSTL4,7.3678745232678295e-06,1.3496987301614576,2.3020201261693268e-05
AC010307.4,1.2077466188030873e-16,2.1181177899474837,1.8414732463988777e-15
TCF7,1.107685950092701e-07,-1.131763098120393,4.51839832629077e-07
AC104109.2,3.11152683645313e-09,1.1319481733499357,1.5767456168561123e-08
PITX1,1.9700406736652576e-19,3.8972445030616543,4.8958871702360875e-18
AC008406.3,1.2921992337518915e-09,1.4976317311045806,6.897921603822289e-09
C5orf66-AS1,5.419529644646661e-13,2.6355212972348614,4.683077019423856e-12
MACROH2A1,4.342292834610387e-21,1.1131777181180453,1.5005474344711113e-19
CXCL14,2.5026475618610802e-14,-2.171140391064897,2.6241770143390516e-13
SMIM32,7.11295188596928e-08,1.2066571193757576,2.989634221831101e-07
KLHL3,3.4491532138712377e-18,-1.4443998361232797,6.8287103409388e-17
KIF20A,3.922390142094465e-23,3.503357638078926,2.9417149354789257e-21
GFRA3,7.753142193671712e-10,-1.6634289977950596,4.256922404220389e-09
CDC25C,4.942538362375828e-25,3.632534020112317,1.0172871381526919e-22
EGR1,1.2523499872978446e-20,-2.9568345754988012,3.900617057476856e-19
LRRTM2,2.323952642180479e-24,-3.105217316598009,3.0408141042742924e-22
SLC23A1,7.76472038580645e-06,1.0892789262037832,2.418031737313217e-05
DNAJC18,4.919016987225682e-21,-1.1479465644193088,1.6747978028986506e-19
RNU5B-4P,2.7796860586119553e-10,-1.2566267292261952,1.6347489096874098e-09
ECSCR,1.0031050151017659e-14,-1.3748412399141934,1.1151041779267473e-13
AC010378.1,1.3673252146830425e-11,-2.2179691483436477,9.785728492234608e-11
PSD2,1.51885746141719e-14,-2.376305852351111,1.6454578802549959e-13
NRG2,2.0993479916578168e-22,-3.509749615295494,1.2384845145801893e-20
AC008667.2,5.06018537739371e-18,-1.7549111645871152,9.778033723643336e-17
IGIP,1.1700254041932356e-16,-1.128740764679753,1.787092502366511e-15
HBEGF,6.230023823382716e-11,-1.1310411276382748,4.0640014172717356e-10
AC116353.6,2.787200229431725e-11,-1.3135721098817454,1.909940681915997e-10
PCDHA3,2.0795021635702148e-05,-1.2556125986865716,6.051872210162772e-05
PCDHA10,1.718652931366727e-05,-1.3101178137876834,5.0702805049527506e-05
PCDHAC1,0.002269794555666682,-1.0140336271487351,0.004654873240270733
PCDHB3,2.9211763594377385e-13,-1.6415847024879273,2.6204792382128117e-12
AC244517.1,8.412015298012119e-07,-1.2020519545929735,3.011595305765299e-06
PCDHB4,2.553132081851424e-17,-1.8430170638197758,4.342044206018897e-16
PCDHB5,1.5042679929521452e-13,-1.61642768867386,1.407774795282173e-12
PCDHB6,1.4853353884419777e-13,-1.7261311412018543,1.390400210129794e-12
PCDHB7,9.896943118586037e-13,-1.4231012722844056,8.216502053339052e-12
PCDHB16,4.351919365707637e-08,-1.0767890987668807,1.884140307005156e-07
AC244517.7,4.1364153220184345e-10,-1.4032192669966612,2.368293180742648e-09
PCDHB11,1.6215713773532762e-09,-1.3464222109142963,8.535843550504236e-09
PCDHB12,1.3104630216268024e-15,-1.436392120026909,1.6750751427976212e-14
PCDHB18P,5.010105726749885e-15,-1.4985392163051143,5.852953247838531e-14
PCDHB19P,1.169216130719394e-10,-1.311025100226154,7.274994535052789e-10
PCDHB15,3.6684994959721736e-20,-1.5620143288258586,1.0415348568999258e-18
PCDHGA2,7.508541495761563e-18,-2.1912650756962417,1.4036451165373813e-16
PCDHGA3,2.9496997120098015e-20,-2.2961951664485403,8.528009686462536e-19
PCDHGA4,5.110890610054082e-13,-1.6737687953587637,4.42749018676094e-12
PCDHGB2,5.2743329123298294e-11,-1.5823609689035214,3.4777173523951946e-10
PCDHGA5,2.010956423949649e-14,-1.6349012306167747,2.137007957370062e-13
PCDHGB3,6.09295650736171e-13,-1.762223929333878,5.2103101097271936e-12
PCDHGA6,9.38273513292684e-16,-1.3703888599089673,1.2229096675907751e-14
PCDHGA7,5.425566658473968e-10,-1.2329017748995064,3.059221551630833e-09
PCDHGB4,8.16168639670164e-11,-2.0059101561439165,5.239249332011491e-10
PCDHGB5,6.364456615956009e-06,-1.4319085960559113,2.0055531231609775e-05
PCDHGA9,1.1687560317796351e-17,-1.8049262835408113,2.1169519821913869e-16
PCDHGB6,8.601285192092363e-19,-1.710001439038944,1.9006130418045867e-17
PCDHGB7,3.9780952720873935e-25,-2.495612398528695,8.560589791763519e-23
PCDHGA11,6.003637053355416e-16,-1.587112877948388,8.07176960450064e-15
PCDHGA12,2.4787875721309058e-08,-1.4433994484697434,1.1061812243064208e-07
PCDHGC3,3.3186822910684802e-15,-1.7371880069213184,3.973240556635971e-14
RELL2,1.9977334931054548e-14,1.42146692377265,2.1235520156574796e-13
ARAP3,8.362660607964617e-21,-1.428729244901346,2.7117072591271565e-19
AC005753.2,1.1115296253453057e-12,-1.2812644615403732,9.157727437530587e-12
AC005753.3,4.68954309694577e-08,-1.004401834266024,2.019922156871649e-07
AC005740.4,6.468272481326767e-12,-1.1653148354991543,4.846277981360435e-11
AC091825.2,3.0055019115677542e-09,-1.0940073631536593,1.52587639944661e-08
AC091825.1,1.2629229467668224e-07,-1.0407619246777648,5.104251807261406e-07
FGF1,3.3867631693896125e-23,-2.3798548378249915,2.6286668130592026e-21
AC005592.1,8.218310558427092e-13,-1.4725299560854146,6.883244009063859e-12
LINC01844,4.737175490423391e-21,-2.345748272369777,1.6178159109494635e-19
ARHGAP26,9.449800091109293e-18,-1.6491341095121665,1.7384072336623773e-16
NR3C1,1.5828355220485818e-23,-2.001326089812368,1.3781221278636319e-21
KCTD16,1.58897147614618e-08,-1.319673706219488,7.285799720043635e-08
GRXCR2,2.1551281730080164e-11,-1.3606173888248534,1.4996017715323462e-10
SH3RF2,2.1054157192962732e-18,-2.339326274416093,4.314962930336961e-17
PPP2R2B,2.1374802252493277e-16,-2.157386232406152,3.1196503295218896e-15
KRT8P48,3.019256141561543e-08,1.675357630009196,1.3330765575367436e-07
STK32A-AS1,1.4444121141640986e-22,-2.359439904454248,9.038783395678569e-21
STK32A,6.651379289753571e-20,-2.2240769027959884,1.8097294484204506e-18
C5orf46,5.365865146766245e-05,1.438330264089834,0.00014584955975931158
SPINK5,3.850429243416807e-13,-2.369770198661686,3.39458000850019e-12
HTR4,1.9639042204058958e-11,-1.5341325448565777,1.375132343199351e-10
ADRB2,2.985189444061548e-26,-3.469153569735952,1.8534600820391325e-23
SH3TC2,2.744688670290075e-20,-2.3383217750053085,7.996333746043562e-19
AC116312.1,1.195432604018081e-15,-1.7664477510800047,1.53638527839106e-14
ABLIM3,3.232888983814291e-15,-1.8400610878169577,3.8772146096574555e-14
AC012613.2,3.55064070607632e-12,-1.6493349821526828,2.746670059271539e-11
AFAP1L1,2.1742043384286357e-14,-1.4123459256116337,2.3027353219699705e-13
IL17B,1.7597852229355162e-14,-2.7825055807452133,1.885967898513292e-13
CARMN,1.9112681433612333e-24,-3.520845172196818,2.603862218045444e-22
MIR145,1.75686064532051e-24,-4.027375003751031,2.4286677399042956e-22
ARHGEF37,1.5446378684065402e-11,-1.2244480022069606,1.0971795691678413e-10
PPARGC1B,2.028724938093898e-16,-1.6089679605128921,2.972376336764731e-15
ARSI,1.9265722726471722e-09,1.276592201838052,1.0042251342449629e-08
NDST1-AS1,4.976417019785842e-06,-1.0116017754443054,1.5934800321894572e-05
SYNPO,9.83553541373294e-19,-1.872177560298871,2.149515685284024e-17
AC008453.2,3.633606626987698e-13,-1.155200371578343,3.213900452838208e-12
SMIM3,1.8382407313016106e-12,-1.2622991168353863,1.470251622123152e-11
ZNF300,3.7054150679221843e-09,-1.134946449894688,1.8573172350778825e-08
ZNF300P1,3.1478239621916455e-22,-2.4889057559363845,1.7584171791157282e-20
GPX3,4.424073081481955e-22,-3.686867930053884,2.3533334815737016e-20
PDGFRL2P,1.043299145999582e-15,-2.1794675378109067,1.35367974839288e-14
CCDC69,6.815902610723955e-22,-2.9787711462345996,3.3337385041666395e-20
SLC36A2,2.1030272806590546e-13,-1.7647156913231246,1.922521246142434e-12
FAT2,8.908689698406668e-23,-4.263007978365102,5.888441773777559e-21
AC011337.1,5.528142075188423e-10,-1.1825982027025943,3.1124253449633766e-09
AC011374.1,2.0597513113331215e-11,-1.3872015209739366,1.4374612339309128e-10
CLMAT3,1.6180321602711273e-14,-1.2601691838649836,1.7450316540391414e-13
GRIA1,1.6726201095999116e-14,-3.087134449937991,1.7991710886392232e-13
FAXDC2,6.748369023891497e-23,-2.767074652776005,4.681093926938948e-21
MIR378H,9.073202237543377e-11,-1.381247873468808,5.729217431555816e-10
SGCD,5.577218687006346e-06,-1.1173097520986044,1.7720770180509927e-05
ADAM19,3.1926561028646105e-12,1.4637018081218898,2.4885502621916912e-11
LINC02227,4.081054200817639e-12,-1.85552960071918,3.1326681556904595e-11
AC091939.1,1.821089345508315e-14,-2.585441988723231,1.9467100725876917e-13
EBF1,2.012734836758035e-24,-3.0889484178937536,2.703202808772121e-22
LINC02202,5.774645237421444e-26,-3.40286795522562,2.530616366599533e-23
AC134043.3,9.003088157092859e-22,-3.340491692361998,3.6586154598898596e-20
RNF145,1.1325403352035482e-19,-1.4993823930934678,2.9219232054154756e-18
IL12B,6.261082407840298e-05,1.2229678831312858,0.0001683938610385907
AC008703.1,0.00031482297285207063,1.2662355490148047,0.0007536568657985793
ADRA1B,8.813967628300318e-08,-1.2316844307475199,3.656300218556914e-07
FABP6,1.9242730294768864e-08,2.20640121781915,8.714566150712375e-08
C1QTNF2,1.1575794110122498e-07,-1.111088721065073,4.7035900238899206e-07
PTTG1,4.2406150998785714e-26,3.21666160597049,2.3276674825043625e-23
ATP10B,1.5273592836086233e-05,-1.4607469990188893,4.537391599921013e-05
HMMR,2.3523023352298797e-23,3.094328371629765,1.9382143541830202e-21
TENM2,1.459328678064916e-15,-2.9975639249998967,1.8526204878143762e-14
AC008464.1,1.165282114412285e-07,-1.5303778963109824,4.7318424789590305e-07
AC011365.1,1.4444149587604329e-11,-1.3967620737672568,1.0294650385414496e-10
SLIT3,1.4056413513008956e-22,-2.9574585496078427,8.828733091072989e-21
SLIT3-AS1,3.044662752468628e-11,-1.244386931948291,2.0754779893267965e-10
INSYN2B,2.917062772016395e-20,-4.2921873734466995,8.446547051020562e-19
FOXI1,2.4441004924436003e-05,-1.6498970895397127,7.028157471020342e-05
LINC01366,3.38551524980173e-18,-2.046018126879357,6.713246312617315e-17
AC034199.1,8.833654487808771e-08,1.1076975343643884,3.6618820651253776e-07
KCNIP1,1.3290414013260765e-13,-1.857703372044651,1.2521421401448712e-12
KCNMB1,4.6721420580502157e-17,-2.5907654404127687,7.575030321343916e-16
KCNIP1-OT1,1.2171643074162565e-17,-2.0200628812923442,2.1962306326385564e-16
GABRP,3.4589069499377074e-10,-3.963087447629473,2.004457824716913e-09
AC022440.1,1.887321341708123e-07,-1.2239187850244182,7.446651577857429e-07
AC011407.1,1.1824429518761069e-13,-1.2432802497498474,1.1272047409855442e-12
DUSP1,1.4292259330790525e-17,-2.104357502605005,2.543726644240415e-16
RPL26L1,1.483360472492965e-20,1.1212621028118566,4.556431024752518e-19
CREBRF,1.931012166529678e-15,-1.178385273921391,2.3970879972187813e-14
LINC01863,0.0001609266547289628,1.2096511930882161,0.00040366488649610816
LINC01942,6.4263218309803375e-15,-1.8026402137177029,7.357633404671987e-14
LINC01484,7.64699611268184e-14,-3.106062496399468,7.466417395506884e-13
LINC01485,3.1529308540195036e-20,-4.014392873598168,9.085320472482115e-19
NSG2,1.5844624064130941e-10,2.0378089023368298,9.680582219791826e-10
DRD1,5.983927319421414e-16,-2.4595329912347044,8.050986262727056e-15
AC138965.2,9.462964907681647e-11,1.5519105208498367,5.963399882088763e-10
THOC3,2.3230166580786313e-15,1.022361616251942,2.848233503012952e-14
ARL10,3.070591928791608e-13,-1.1511980870254064,2.7446202936870947e-12
CDHR2,1.1602179216489464e-08,1.1567162023074244,5.424949822781753e-08
GPRIN1,9.577029626978856e-24,2.5560275254192035,9.14268054428513e-22
EIF4E1B,0.0001590529906989682,1.22305395287969,0.000399202980101572
UNC5A,0.00014646717674264467,1.3220763513885725,0.0003698691726864198
FGFR4,1.0641266574667615e-05,1.6638125908679307,3.2356079820886425e-05
MXD3,3.54995306915413e-18,1.7209795526237261,7.01338200452402e-17
F12,5.800678125748812e-23,3.0068667645659044,4.114136392033905e-21
PRR7,1.6660919676960193e-17,2.0678031763748868,2.9281469691192127e-16
AC145098.2,1.0121584927341128e-09,-1.1622783519051962,5.484190379658338e-09
AC139795.1,8.540315107472237e-09,-1.186271359808047,4.059945956826955e-08
FAM153A,5.770968161231339e-07,-1.2819682929605825,2.113213266348987e-06
AC106795.1,1.5387263737168736e-12,1.1400265235790012,1.2455526634722545e-11
AC106795.2,3.3431591892498175e-11,1.666503154341176,2.2679350014982555e-10
FAM153CP,4.1526189208353665e-12,1.9123275409478424,3.1863105552617236e-11
N4BP3,3.5443858743361317e-15,1.5985268524814487,4.220419949630379e-14
AC136632.2,1.9991712359760637e-18,1.4963160971463165,4.117270875005842e-17
HNRNPAB,5.888275862085864e-18,1.0019435954355878,1.1286640551267763e-16
COL23A1,2.508395773099845e-07,-1.1446991851194435,9.70904256621191e-07
RN7SKP70,6.828909567202502e-11,-1.2614658979337738,4.434810029976467e-10
ZNF454,1.7080826208429562e-12,-1.4066101213733662,1.3726272264333995e-11
AC104117.3,2.1858674273605117e-10,-1.1177642919396602,1.3070341481504896e-09
ZNF354C,9.633094298021776e-14,-1.5906523079242882,9.282976534857315e-13
AC136628.3,2.7495347802209414e-14,-1.2705553581379245,2.8711298667242335e-13
RASGEF1C,1.0280537808854021e-16,-2.9462165978493107,1.5834285846788824e-15
SCGB3A1,5.49279011774704e-09,-2.893837774063746,2.6811951658661088e-08
FLT4,4.046309344412065e-18,-1.3107159125401804,7.928086917240692e-17
BTNL8,1.2225756563765163e-06,-1.0515742049929935,4.273936718626932e-06
BTNL3,7.094662802206951e-12,-1.2981095179166344,5.2883932094230675e-11
BTNL9,5.516411232367947e-26,-4.351404005639372,2.530616366599533e-23
IRF4,1.702296327380455e-07,-1.6163714514786527,6.759510698410649e-07
AL512308.1,7.314412191285789e-11,-1.4286949840658316,4.733060777938799e-10
AL512329.1,1.669219785374368e-06,-1.2337740008766032,5.716096758704233e-06
AL512329.2,5.0220937066663035e-09,-1.6461656276101362,2.465095607131669e-08
FOXCUT,5.430800926960023e-09,-1.4524445314129797,2.6526457867898365e-08
FOXC1,1.0647834790506387e-12,-1.671292758995298,8.799391116204208e-12
LINC01600,5.440684356927616e-10,-1.3256078617814588,3.0654638401409777e-09
