"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"15826","ADRA1A",-5.0523267449909,5.29009788568046,-19.0695389096616,9.05208681388356e-44,1.5541610142455e-40,89.0053564273211
"12271","TNXB",-4.80393373104494,11.146834147119,-19.0409431839133,1.07515521852207e-43,1.76568534408763e-40,88.8349069204727
"21010","MRGPRF-AS1",-3.04818005361091,2.47584460874323,-19.0275283009895,1.16557337571761e-43,1.83441823115024e-40,88.7549111809972
"10266","AC025470.2",-4.78577901025942,4.41861781985111,-19.020633657459,1.21497353806991e-43,1.83567921919906e-40,88.7137885123554
"18472","ITIH5",-4.50874330996177,11.5394470760663,-19.0062253202651,1.32509715219536e-43,1.92506037048935e-40,88.6278323249406
"16941","PGM5P3-AS1",-3.87414616975843,3.19461938838737,-18.873611733063,2.94822561655796e-43,4.12445844402324e-40,87.8355198597252
"3158","NEK2",4.34940409686939,7.82683947961165,18.8643610680054,3.11760889379581e-43,4.20565439773054e-40,87.7801719272538
"21725","HEPACAM",-5.60185552043328,5.01224984472757,-18.7307754781458,6.99279282599727e-43,9.10799209046789e-40,86.9797695839894
"4995","PGM5P4",-3.21585309218622,2.81719032603366,-18.624179437907,1.33428069096686e-42,1.67994834197335e-39,86.3395542959568
"7066","ADAMTS9-AS2",-3.99110087151362,6.37056303380365,-18.5952094799262,1.59076078175664e-42,1.93826504027457e-39,86.1653280365329
"34751","UBE2C",4.27785312403538,8.51137120170825,18.563905401934,1.92380982236976e-42,2.27081701907971e-39,85.9769528134755
"37608","PRRG3",-3.93958829453949,6.73523376842351,-18.538899304867,2.23947007625485e-42,2.56331102182721e-39,85.8263932218779
"21473","ARHGAP20",-3.67787740563012,8.27258922921262,-18.5100917516454,2.66807512265359e-42,2.93046963612325e-39,85.6528541018287
"4585","ATOH8",-3.89057388516649,8.33581169966616,-18.507199760459,2.71540922546632e-42,2.93046963612325e-39,85.6354271123047
"5638","CAVIN2-AS1",-3.49059074359786,2.60227944996227,-18.3828051956293,5.79074124053952e-42,6.07577439271274e-39,84.8849037349386
"29408","TMEM220",-2.62688830847457,8.23736594427979,-18.3757724419856,6.04437952898462e-42,6.17049469104884e-39,84.8424182272225
"31334","AP005264.1",-3.35161387887515,3.31744705110414,-18.3473602819316,7.18772116559207e-42,7.14459483859851e-39,84.6707191171229
"11618","BTNL9",-4.31055435338478,10.008096632403,-18.3424484794644,7.40631936573094e-42,7.17311525852279e-39,84.6410268050505
"15101","AUXG01000058.1",-4.76618657035584,8.46286188957314,-18.3313054193002,7.92728524530033e-42,7.4857354571371e-39,84.5736555492233
"17206","AL356489.2",-4.04001652220141,4.85366984289077,-18.3154237234019,8.73396664532147e-42,8.04632653968495e-39,84.4776094367211
"28389","AC136621.1",-3.27890882639648,2.68905377056993,-18.2294290946951,1.47678169191838e-41,1.3281190015986e-38,83.9570409165824
"17413","AQP7P1",-4.77002841814307,3.86529051664749,-18.2094868471481,1.66826866765101e-41,1.46543823522125e-38,83.8361984635059
"15843","SCARA5",-6.58231603873517,8.89513031174091,-18.1827449242424,1.96471907631088e-41,1.68662202160033e-38,83.6740806624481
"1415","GIPC2",-3.35101516097309,7.48886154207473,-18.1588761957597,2.27369622305732e-41,1.90849008305158e-38,83.5293116048936
"21593","SCN4B",-3.20541421041661,9.88447290076705,-18.0987910317167,3.28498953808595e-41,2.69740488766484e-38,83.1645927328825
"23949","C1QTNF9",-3.62942934932247,4.07299961677784,-18.0926089982207,3.4118160435779e-41,2.72535696132405e-38,83.1270441564957
"2233","NPR1",-3.47229475468973,10.4409819828603,-18.0901632842805,3.46333617874496e-41,2.72535696132405e-38,83.1121881182621
"10115","LIFR",-3.27376185965367,11.8195820196018,-17.9543233471889,7.97031062067927e-41,6.14397087274076e-38,82.2859847520035
"10724","TSLP",-4.29424308816056,5.6634132562074,-17.9256241839162,9.50748170165747e-41,7.18233197670012e-38,82.1111637077591
"9113","FAM13A",-2.51558174475735,10.9181830164749,-17.9048480443437,1.08027925035439e-40,8.00084467536984e-38,81.9845478528059
"11355","LINC02202",-3.38774322748513,5.84880190305005,-17.8654437381496,1.37657220475631e-40,9.99920871501068e-38,81.7442731888282
"21096","PDE2A",-3.24900804371027,10.0240243569061,-17.8376199232593,1.63369517860643e-40,1.16430064691174e-37,81.5745076892895
"22204","GRIN2B",-4.66598565615448,4.96684095911934,-17.8118460335771,1.91468178894643e-40,1.33928445429786e-37,81.4171724226557
